shipment_id,order_id,priority,predicted_delay_risk,route_priority,coverage_status,green_shipment,event_type,severity,operational_priority_score,operational_priority,recommended_action,business_explanation
SHP001404,ORD001404,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001405,ORD001405,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001406,ORD001406,Express,Low,Medium,Secondary,Yes,No Disruption,None,57,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001407,ORD001407,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001408,ORD001408,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001409,ORD001409,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001410,ORD001410,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001411,ORD001411,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001412,ORD001412,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001413,ORD001413,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001414,ORD001414,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001415,ORD001415,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001416,ORD001416,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001417,ORD001417,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001418,ORD001418,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001419,ORD001419,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001420,ORD001420,Standard,Low,High,Secondary,Yes,No Disruption,None,50,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001421,ORD001421,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP001422,ORD001422,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001423,ORD001423,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001424,ORD001424,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001425,ORD001425,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001426,ORD001426,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001427,ORD001427,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001428,ORD001428,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001429,ORD001429,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001430,ORD001430,Express,High,Low,Secondary,Yes,No Disruption,None,71,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001431,ORD001431,Standard,Low,High,Secondary,Yes,No Disruption,None,50,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001432,ORD001432,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001433,ORD001433,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001434,ORD001434,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001435,ORD001435,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP001436,ORD001436,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP001437,ORD001437,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001438,ORD001438,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001439,ORD001439,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001440,ORD001440,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001441,ORD001441,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001442,ORD001442,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001443,ORD001443,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001444,ORD001444,Standard,Medium,Low,Secondary,Yes,Vehicle Breakdown,High,64,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP001445,ORD001445,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001446,ORD001446,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001447,ORD001447,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001448,ORD001448,Standard,Medium,Low,Secondary,No,Inventory Shortage,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP001449,ORD001449,Standard,Low,Medium,Secondary,Yes,Inventory Shortage,Medium,52,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP001450,ORD001450,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001451,ORD001451,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001452,ORD001452,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001453,ORD001453,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001454,ORD001454,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001455,ORD001455,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001456,ORD001456,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001457,ORD001457,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001458,ORD001458,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001459,ORD001459,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001460,ORD001460,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001461,ORD001461,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001462,ORD001462,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001463,ORD001463,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001464,ORD001464,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001465,ORD001465,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001466,ORD001466,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001467,ORD001467,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001468,ORD001468,Standard,Medium,Medium,Secondary,Yes,No Disruption,None,52,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001469,ORD001469,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001470,ORD001470,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP001471,ORD001471,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001472,ORD001472,Standard,Medium,Low,Secondary,No,Vehicle Breakdown,High,69,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP001473,ORD001473,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001474,ORD001474,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001475,ORD001475,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001476,ORD001476,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001477,ORD001477,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001478,ORD001478,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001479,ORD001479,Standard,Medium,Low,Secondary,No,Driver Absence,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP001480,ORD001480,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001481,ORD001481,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001482,ORD001482,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001483,ORD001483,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP001484,ORD001484,Express,High,Low,Secondary,No,Inventory Shortage,Medium,86,Critical,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP001485,ORD001485,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
